,att_name,att_cat,att_price,score
733,victoria_day_trip_from_seattle_with_butchart_gardens,recommended_experiences,271.28,0.07599074036019869
537,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,0.0759674438514274
795,montreal_afternoon_tea_tour,recommended_experiences,149.5,0.07574599624017618
657,johnston_canyon_icewalk,recommended_experiences,79.8,0.07561373015379166
181,"kayak,_wine,_and_cheese_tour","food,_wine_&_nightlife",155.75,0.07557744604431162
611,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",luxury_&_special_occasions,144.95,0.07543429382316637
368,niagara_falls_canada_underground_railroad_heritage_tour,tours_&_sightseeing,124.06,0.07530268613598445
701,montreal_craft_brewery_and_beer_tasting_small-group_tour,recommended_experiences,74.73,0.07507987663049226
464,montreal_food_truck_tour_by_bike,walking_&_biking_tours,159.83,0.07500252825293797
228,discover_grizzly_bears_from_banff,outdoor_activities,231.0,0.0749009363540607
612,arctic_day:_yukon_wildlife_and_hot_springs_tour,luxury_&_special_occasions,145.95,0.0747346950649888
705,athabasca_glacier_snow_trip_from_banff,recommended_experiences,273.0,0.07456499041572791
512,elaho_whitewater_experience,water_sports,187.95,0.07437796896552203
256,marine_wildlife_tour_by_zodiac,outdoor_activities,110.25,0.0742394345579621
38,granite_falls_zodiac_tour,"cruises,_sailing_&_water_tours",103.95,0.07405068142766172
390,toronto_small-group_city_tour,tours_&_sightseeing,168.37,0.07403971412039656
144,half-day_beer_cider_and_wine_tour,"food,_wine_&_nightlife",35.0,0.07400277161171391
468,3_hour_montreal_city_bike_tour_with_wine_or_beer,walking_&_biking_tours,74.73,0.07308613561502582
717,kicking_horse_river_whitewater_rafting,recommended_experiences,159.6,0.07286448056292995
193,ile_d'orleans_food_tour,"food,_wine_&_nightlife",51.75,0.07263936215064509
693,mountain_lakes_and_waterfalls_day_trip_from_banff,recommended_experiences,183.75,0.07234497653458027
71,small-group_toronto_ghosts_and_spirits_of_the_distillery_tour,cultural_&_theme_tours,24.5,0.07225492916966632
654,niagara_falls_day_trip_from_toronto,recommended_experiences,169.0,0.07209215124078343
153,small-group_granville_island_market_tour,"food,_wine_&_nightlife",79.9,0.07204851651006891
90,original_haunted_walk_of_toronto,cultural_&_theme_tours,24.5,0.07163210156234487
466,north_van_shipyards_district_food_tour,walking_&_biking_tours,73.0,0.07158765510658606
521,half-day_whitewater_rafting_in_revelstoke,water_sports,130.2,0.07152300571639143
713,niagara_falls_open-top_jet-boat_ride,recommended_experiences,79.04,0.07143654798000672
476,jewish_neighborhood_food_tour,walking_&_biking_tours,95.44,0.07136138224090487
317,capilano_suspension_bridge_and_grouse_mountain_from_vancouver,tours_&_sightseeing,212.0,0.07065254785555664
452,whistler_sightseeing_tours_-_discover_all_of_whistler_this_winter!,walking_&_biking_tours,83.99,0.0705093956344114
742,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,recommended_experiences,77.98,0.07045859968497276
621,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,luxury_&_special_occasions,447.57,0.07043089280346078
420,beyond_city_sights_e-bike_adventure_tour,tours_&_sightseeing,89.0,0.0703893324811928
311,butchart_gardens_tour_from_victoria,tours_&_sightseeing,73.5,0.07004114753302546
538,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,0.07001642599584304
695,small-group_toronto_beer_tour,recommended_experiences,80.0,0.06983827038695431
200,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,"food,_wine_&_nightlife",395.0,0.06958352401055264
249,talking_trees_-_indigenous_walking_tour,outdoor_activities,40.0,0.06936186895845677
411,stanley_park_photography_tour_in_vancouver,tours_&_sightseeing,104.0,0.06926489487316483
51,interactive_pirate_cruise_from_granville_island,"cruises,_sailing_&_water_tours",34.5,0.0690767189695626
498,niagara_falls_open-top_jet-boat_ride,water_sports,79.04,0.06877206954127102
444,gastronomic_gastown_walking_tour,walking_&_biking_tours,146.35,0.06876617100594913
393,electric_bike_tour_of_quebec_city,tours_&_sightseeing,85.0,0.06841983498704934
588,skagway_shore_excursion:_bennett_train_journey_on_the_white_pass_rail,shore_excursions,322.47,0.06841175381327501
631,sake_a_to_z_gastronomic_experience_in_distillery_district,luxury_&_special_occasions,90.0,0.06830669855420875
302,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,0.0682399927939019
13,helicopter_tour_over_montreal,"air,_helicopter_&_balloon_tours",179.0,0.06815200179910018
571,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.06807984846182938
185,full-day_prince_edward_county_wine_tour_with_lunch,"food,_wine_&_nightlife",425.0,0.06806657224777156
719,zipline_adventure_in_whistler,recommended_experiences,103.95,0.06802433548796667
268,dune_buggy_4x4_tours,outdoor_activities,197.77,0.06799961395078427
428,hop-on_and_hop-off_banff_bus,transfers_&_ground_transport,60.0,0.06773755302981677
505,river_of_golden_dreams_canoe_tour_in_whistler,water_sports,114.45,0.06770869169490845
46,victoria_whale_watching_tour_on_a_covered_vessel,"cruises,_sailing_&_water_tours",122.0,0.06744732524981217
707,small-group_gourmet_food_tour_in_vancouver,recommended_experiences,131.87,0.06739006255752064
776,full-day_cheakamus_rafting_and_sea_to_sky_gondola_combo_from_vancouver,recommended_experiences,205.79,0.06721920345486342
135,toronto_to_niagara_falls_day_trip_by_train,day_trips_&_excursions,489.41,0.0671799520393881
313,toronto_city_hop-on_hop-off_tour,tours_&_sightseeing,43.0,0.06714358675740363
349,historical_chinatown_walking_tour,tours_&_sightseeing,15.0,0.06713839171712013
360,1-hour_distillery_history_district_by_segway,tours_&_sightseeing,77.97,0.06698523723959572
162,private_winery_tour_of_niagara-on-the-lake,"food,_wine_&_nightlife",165.0,0.06694444354653625
414,independent_bike_tour_of_niagara-on-the-lake_wineries_including_wine_tastings,tours_&_sightseeing,64.0,0.06685843676850947
799,whistler_exotic_car_driving_experience,recommended_experiences,887.25,0.06658887190046581
758,victoria_whale_watching_tour_by_zodiac,recommended_experiences,114.45,0.06651960469668584
56,ottawa_river_tours,"cruises,_sailing_&_water_tours",27.0,0.06651036906951519
404,niagara_falls_and_niagara-on-the-lake_day_tour_from_toronto,tours_&_sightseeing,198.0,0.06648497109479587
307,quebec_city_and_montmorency_falls_day_trip_from_montreal,tours_&_sightseeing,115.0,0.0663625990347846
590,quebec_city_shore_excursion:_half-day_tour_to_montmorency_falls_and_ste-anne-de-beaupré,shore_excursions,57.5,0.06621713790684669
386,downtown_toronto_bike_tour,tours_&_sightseeing,84.75,0.06608783912645744
180,the_pork_and_bacon_walking_food_tour_of_toronto's_hogtown_history,"food,_wine_&_nightlife",98.0,0.06594699581210486
69,niagara_on_the_lake_wine_tour_with_cheese_pairing,cultural_&_theme_tours,83.62,0.0658482720083841
729,quebec_city_shore_excursion:_half-day_tour_to_montmorency_falls_and_ste-anne-de-beaupré,recommended_experiences,57.5,0.06561682214075373
91,yukon_breakfast_snowmobile_tour,cultural_&_theme_tours,246.75,0.06533590214125708
219,callaghan_valley_winter_snowmobile_tour,outdoor_activities,208.95,0.06531358872170608
497,victoria_whale_and_wildlife_cruise,water_sports,151.2,0.06530839368142258
136,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,day_trips_&_excursions,199.0,0.06514580515505002
664,niagara_falls_tour_day_trip_from_toronto,recommended_experiences,89.0,0.06511578936674538
82,montreal_mural_tour,cultural_&_theme_tours,45.0,0.06509500920561138
139,victoria_guided_food_and_history_tour,"food,_wine_&_nightlife",63.0,0.06508669353349092
453,small-group_walking_tour_of_toronto's_kensington_market_and_chinatown,walking_&_biking_tours,53.0,0.06471096404882044
116,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",day_trips_&_excursions,144.95,0.0642603394000629
396,victoria_highlight_city_tour,tours_&_sightseeing,74.95,0.06417144648854528
535,victoria_guided_food_and_history_tour,family_friendly,63.0,0.06415494141264459
330,"show_me_the_city,_toronto_walking_tour",tours_&_sightseeing,36.0,0.06403348930768353
27,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island","cruises,_sailing_&_water_tours",72.45,0.06399077453201923
293,half_day_guided_horseback_ride_at_birkenhead_lake,outdoor_activities,303.46,0.06384127281719415
167,small-group_wine_tour_from_niagara_falls_with_hotel_pickup,"food,_wine_&_nightlife",99.95,0.06378740133175435
576,boldt_castle_and_thousand_islands_helicopter_tour,family_friendly,172.84,0.06367849488831126
309,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,0.06347796272570141
75,historical_chinatown_walking_tour,cultural_&_theme_tours,15.0,0.06327559065299117
236,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",outdoor_activities,144.95,0.06326635502582051
279,ghost_canyon,outdoor_activities,259.0,0.0632271036103452
724,private_winery_tour_of_niagara-on-the-lake,recommended_experiences,165.0,0.06317399875411389
475,guided_electric_bike_tour_in_whistler,walking_&_biking_tours,134.96,0.06310496604868007
196,independent_bike_tour_of_niagara-on-the-lake_wineries_including_wine_tastings,"food,_wine_&_nightlife",64.0,0.06284613398955544
684,montreal_tower_observatory_admission_plus_optional_ticket_to_botanical_garden,recommended_experiences,23.75,0.06278379350615347
100,niagara_falls_day_trip_from_toronto,day_trips_&_excursions,169.0,0.06272953419652584
432,private_transport_from_vancouver_international_airport_(yvr)_to_north_or_west_vancouver,transfers_&_ground_transport,177.81,0.06269374614123953
731,stanley_park_horse-drawn_tours,recommended_experiences,42.0,0.06254084420039556
9,whistler_helicopter_tour,"air,_helicopter_&_balloon_tours",187.95,0.06248017226291799
463,epic_electric_bike_tour_of_vancouver,walking_&_biking_tours,94.45,0.06231354314965826
165,niagara-on-the-lake_winery_tasting_afternoon_tour_with_wine_and_cheese,"food,_wine_&_nightlife",95.0,0.062303540893279094
810,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,recommended_experiences,30.99,0.0622504360370478
482,quebec_city_bike_tour_along_saint_lawrence_river,walking_&_biking_tours,60.0,0.062040325518915265
687,vancouver_harbor_sunset_dinner_cruise,recommended_experiences,97.69,0.06191679900550767
504,three_sisters_sea_kayaking_day_tour,water_sports,136.85,0.06176359041298031
28,victoria_whale_and_wildlife_cruise,"cruises,_sailing_&_water_tours",151.2,0.061761137199513094
438,quebec_city_walking_tour,walking_&_biking_tours,30.99,0.06173640664316353
470,toronto_islands_evening_bike_tour,walking_&_biking_tours,96.05,0.06171784519715062
607,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,luxury_&_special_occasions,157.07,0.06142306273773082
59,vancouver_whale_watching_safari,"cruises,_sailing_&_water_tours",259.0,0.061363815828664334
736,a_wok_around_chinatown:_culinary_and_cultural_walking_tour,recommended_experiences,108.0,0.06124529495302991
208,calgary_zoo_admission_ticket,sightseeing_tickets_&_passes,31.45,0.06123220814148242
346,60-minute_the_royal_carriage_tour,tours_&_sightseeing,215.0,0.061015170902971885
540,northern_lights_tour_from_yellowknife,family_friendly,100.0,0.06098457788796907
473,vancouver_full-day_sightseeing_and_photography_tour,walking_&_biking_tours,249.0,0.060869709775033976
748,niagara_falls_domed_jet-boat_ride,recommended_experiences,79.04,0.060735026551850896
14,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,"air,_helicopter_&_balloon_tours",447.57,0.06072732418309723
300,pirate_life_adventure_cruise_in_toronto,"shows,_concerts_&_sports",38.0,0.06064863194963628
322,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,tours_&_sightseeing,157.07,0.06018210650917767
449,old_montreal_discovery_tour,walking_&_biking_tours,60.0,0.06008756759901862
775,beyond_the_bagel:_montreal_jewish_food_walking_tour,recommended_experiences,85.0,0.05989996892211458
510,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,water_sports,447.57,0.05982069946195545
163,3-hour_old_chinatown_food_tour_in_toronto,"food,_wine_&_nightlife",100.0,0.0597976103940288
636,best_of_toronto_private_food_tour_with_sightseeing_and_black_car,private_&_custom_tours,225.0,0.05973141872625001
691,toronto_distillery_district_walking_tour,recommended_experiences,23.73,0.05971218084270019
343,best_of_vancouver_-_4_hours,tours_&_sightseeing,186.65,0.05966446042926271
66,victoria_guided_food_and_history_tour,cultural_&_theme_tours,63.0,0.05950803199405964
522,okanagan_flyboard_experience,water_sports,124.0,0.059439152614467514
763,blackcomb_glacier_safari_by_jeep_4x4,recommended_experiences,145.95,0.05934198010749808
377,toronto_islands_evening_bike_tour,tours_&_sightseeing,96.05,0.059200370163937005
401,boldt_castle_and_thousand_islands_helicopter_tour,tours_&_sightseeing,172.84,0.05918882562997367
358,fraser_valley_wine_tour_from_vancouver,tours_&_sightseeing,187.0,0.059161118748461694
604,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,luxury_&_special_occasions,169.0,0.0590603656321302
239,arctic_day:_yukon_wildlife_and_hot_springs_tour,outdoor_activities,145.95,0.05890252118768319
285,treetop_adventure_course,outdoor_activities,40.95,0.058775531314086596
260,4-day_erling_strom_trail_backcountry_lodge_trip_by_horseback,outdoor_activities,-1.0,0.05875706005974528
424,bowen_island_dinner_and_zodiac_tour,tours_&_sightseeing,135.45,0.05871665419087363
290,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,outdoor_activities,183.75,0.0586477748112815
105,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,day_trips_&_excursions,157.07,0.05861925620472523
324,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,0.05858244898354996
320,northern_lights_tour_from_yellowknife,tours_&_sightseeing,100.0,0.05852674660717691
440,victoria_guided_food_and_history_tour,walking_&_biking_tours,63.0,0.058269646228146774
603,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,luxury_&_special_occasions,170.4,0.05822456843068685
350,3-hour_east_vancouver_art_mural_&_craft_brewery_tour,tours_&_sightseeing,45.0,0.058200613522712955
73,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,cultural_&_theme_tours,77.98,0.05819896301512288
492,gourmet_bike_tour_in_niagara-on-the-lake_with_wine_and_beer,walking_&_biking_tours,134.47,0.05783811515626451
558,4-day_yukon_aurora_viewing_tour,family_friendly,702.45,0.05772421209421541
783,shore_excursion:_charlottetown_south_shore_and_confederation_bridge,recommended_experiences,410.0,0.057593371036241986
726,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,recommended_experiences,232.05,0.0575733575043165
191,little_italy_walking_food_tour_in_vancouver,"food,_wine_&_nightlife",73.0,0.057406349586036104
155,small-group_gourmet_food_tour_in_vancouver,"food,_wine_&_nightlife",131.87,0.05722355812522771
143,gastronomic_gastown_walking_tour,"food,_wine_&_nightlife",146.35,0.057221889579303326
744,city_highlights_bus_tour_of_charlottetown,recommended_experiences,27.6,0.0571338985845016
585,"craft_vine,_orchard_&_stills",shore_excursions,140.0,0.057009605441885505
252,4-day_yukon_aurora_viewing_tour,outdoor_activities,702.45,0.056785253658809154
4,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",featured_tours_and_tickets,158.0,0.056781176995253355
44,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,"cruises,_sailing_&_water_tours",447.57,0.056747544520918
109,victoria_and_butchart_gardens_tour_from_vancouver,day_trips_&_excursions,212.0,0.056741384429748506
651,quebec_city_and_montmorency_falls_day_trip_from_montreal,recommended_experiences,115.0,0.056539742909578125
233,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,outdoor_activities,281.4,0.05652636748468155
469,the_pork_and_bacon_walking_food_tour_of_toronto's_hogtown_history,walking_&_biking_tours,98.0,0.056229961575173154
229,seaplane_flight_to_victoria_and_whale-watching_cruise,outdoor_activities,469.0,0.056213411403436664
714,quebec_pub_crawl,recommended_experiences,28.0,0.05618955570630152
337,quebec_city_hop-on_hop-off_tour,tours_&_sightseeing,42.55,0.05605471915727672
817,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,recommended_experiences,389.0,0.05603947676477827
520,english_bay_jet_ski_tour_from_vancouver,water_sports,155.68,0.05594250267948633
674,capilano_suspension_bridge_and_grouse_mountain_from_vancouver,recommended_experiences,212.0,0.05569544965267115
620,quebec_city_dinner_cruise,luxury_&_special_occasions,142.56,0.055547679617940576
316,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,0.05553748795905107
126,bc_winter_super_saver_2_day_city_hop_on_hop_off_tour_plus_whistler_day_trip,day_trips_&_excursions,231.0,0.0555130460160506
147,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,"food,_wine_&_nightlife",157.07,0.055475823913186034
273,rzr_off-roading_tours_from_whistler,outdoor_activities,198.45,0.05544146990547798
89,rideau_canal_cruise,cultural_&_theme_tours,29.0,0.05538451386486985
536,niagara_falls_tour_day_trip_from_toronto,family_friendly,89.0,0.05520365250583345
325,montreal_city_hop-on_hop-off_tour,tours_&_sightseeing,56.0,0.05519422747615246
122,full-day_niagara_winery_tour_from_toronto,day_trips_&_excursions,99.0,0.05506511809827354
704,seaplane_flight_to_victoria_and_whale-watching_cruise,recommended_experiences,469.0,0.05504895575072488
67,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,cultural_&_theme_tours,169.0,0.05503216206147511
560,niagara_falls_domed_jet-boat_ride,family_friendly,79.04,0.05502279114679706
673,arctic_day:_evening_aurora_viewing,recommended_experiences,135.45,0.055021248869212905
245,best_of_vancouver_-_4_hours,outdoor_activities,186.65,0.05500739542845691
222,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",outdoor_activities,72.45,0.054945343558404025
767,squamish_cheakamus_white-water_rafting,recommended_experiences,120.74,0.05486424320731166
578,canyon_sainte-anne_walking_tour,family_friendly,13.5,0.05481806507145835
706,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,recommended_experiences,144.59,0.05474648896088574
112,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,day_trips_&_excursions,281.4,0.05472570879975175
462,3-hour_east_vancouver_art_mural_&_craft_brewery_tour,walking_&_biking_tours,45.0,0.05451559828161921
78,shared_wonder_tour,cultural_&_theme_tours,297.74,0.05447865577293656
552,montmorency_falls_bike_tour_in_quebec,family_friendly,77.0,0.054449956783037115
699,victoria_and_butchart_gardens_tour_from_vancouver,recommended_experiences,212.0,0.054374754967266625
488,independent_bike_tour_of_niagara-on-the-lake_wineries_including_wine_tastings,walking_&_biking_tours,64.0,0.05435051144594365
550,arctic_day:_yukon_wildlife_and_hot_springs_tour,family_friendly,145.95,0.05420158695781674
159,quebec_pub_crawl,"food,_wine_&_nightlife",28.0,0.05406305255025683
298,whistler_glacier_ascent_hike,outdoor_activities,177.45,0.05395222502420889
363,peggy's_cove_and_halifax_tour_with_lobster_roll_lunch,tours_&_sightseeing,140.0,0.0539245181426969
192,montreal_afternoon_tea_tour,"food,_wine_&_nightlife",149.5,0.053850633125331615
805,canyon_sainte-anne_walking_tour,recommended_experiences,13.5,0.053841397498160956
823,bowen_island_dinner_and_zodiac_tour,recommended_experiences,135.45,0.053836779684575634
459,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,walking_&_biking_tours,77.98,0.053800829284280455
106,skagway_shore_excursion:_bennett_train_journey_on_the_white_pass_rail,day_trips_&_excursions,322.48,0.05372017989154604
660,toronto_city_hop-on_hop-off_tour,recommended_experiences,43.0,0.05369228360752372
683,island_of_orleans_food_and_drink_tour,recommended_experiences,44.95,0.053577848414612245
391,guided_electric_bike_tour_in_whistler,tours_&_sightseeing,134.96,0.053514921685344954
210,johnston_canyon_icewalk,outdoor_activities,79.8,0.05350429710643183
120,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,day_trips_&_excursions,77.98,0.053393135871199024
412,epic_toronto_night_tour,tours_&_sightseeing,89.0,0.05328495096112863
275,victoria_classic_adventure_course,outdoor_activities,41.99,0.05326417079999464
595,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,shore_excursions,30.99,0.053244545092256984
790,little_italy_walking_food_tour_in_vancouver,recommended_experiences,73.0,0.05305498023691231
709,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,recommended_experiences,281.4,0.05297988665114774
517,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,water_sports,569.0,0.0529547772897775
384,vancouver_full-day_sightseeing_and_photography_tour,tours_&_sightseeing,249.0,0.05292245259468019
570,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,0.052919755863699694
217,northern_lights_tour_from_yellowknife,outdoor_activities,100.0,0.05287165664524156
79,niagara_falls_canada_underground_railroad_heritage_tour,cultural_&_theme_tours,124.06,0.0527954627210836
259,medicine_trail_snowshoe_tour,outdoor_activities,93.45,0.05278622709391294
355,vancouver_super_saver:_1-day_city_hop-on_hop-off_tour_and_attractions_combo,tours_&_sightseeing,81.0,0.05277468255994962
417,gourmet_bike_tour_in_niagara-on-the-lake_with_wine_and_beer,tours_&_sightseeing,134.47,0.052682326288243
12,seaplane_flight_to_victoria_and_whale-watching_cruise,"air,_helicopter_&_balloon_tours",469.0,0.052656928313523685
70,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,cultural_&_theme_tours,157.07,0.05265298693747526
238,3_hour_banff_horseback_riding_adventures,outdoor_activities,170.1,0.05259689673691438
348,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,tours_&_sightseeing,77.98,0.05250553257359525
254,niagara_falls_domed_jet-boat_ride,outdoor_activities,79.04,0.05246374677214831
591,4-day_yukon_aurora_viewing_tour,shore_excursions,702.45,0.052409108657499995
418,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,tours_&_sightseeing,389.0,0.05229442994707524
177,food_walking_tour_of_granville_island_public_market,"food,_wine_&_nightlife",60.0,0.052259796345185267
83,vancouver_full-day_sightseeing_and_photography_tour,cultural_&_theme_tours,249.0,0.05224363399763661
426,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,transfers_&_ground_transport,170.41,0.052194858341641545
118,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,day_trips_&_excursions,232.05,0.05214127546955083
367,quebec_city_dinner_cruise,tours_&_sightseeing,142.56,0.05211318076385102
170,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,"food,_wine_&_nightlife",77.98,0.052073767003366855
592,sea_to_sky_exotic_driving_experience,shore_excursions,404.25,0.052045068013467394
685,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,recommended_experiences,157.07,0.05187229684737249
119,private_niagara_falls_full-day_tour_from_toronto,day_trips_&_excursions,700.0,0.05156481540059302
582,independent_bike_tour_of_niagara-on-the-lake_wineries_including_wine_tastings,family_friendly,64.0,0.05143782552699644
364,victoria_in_one_day_sightseeing_tour,tours_&_sightseeing,240.45,0.05131314456019251
665,vancouver_seaplane_tour,recommended_experiences,135.0,0.05130390893302185
357,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,tours_&_sightseeing,149.89,0.0512201298892833
785,guided_electric_bike_tour_in_whistler,recommended_experiences,134.96,0.051010677770353355
65,4-_to_6-hour_northern_lights_tour_from_yellowknife,cultural_&_theme_tours,85.0,0.0509945154228047
154,"show_me_the_city,_toronto_walking_tour","food,_wine_&_nightlife",36.0,0.05092871157921375
3,niagara_falls_day_trip_from_toronto,featured_tours_and_tickets,169.0,0.0508952324307201
769,the_pork_and_bacon_walking_food_tour_of_toronto's_hogtown_history,recommended_experiences,98.0,0.05082596522694015
57,whale-watching_cruise_from_victoria_to_vancouver,"cruises,_sailing_&_water_tours",232.32,0.05079133162505016
527,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,water_sports,389.0,0.05067819519220956
756,victoria_in_one_day_sightseeing_tour,recommended_experiences,240.45,0.05058583892050296
353,4-day_yukon_aurora_viewing_tour,tours_&_sightseeing,702.45,0.05053966078464965
174,fraser_valley_wine_tour_from_vancouver,"food,_wine_&_nightlife",187.0,0.05053735187785699
381,dune_buggy_4x4_tours,tours_&_sightseeing,197.77,0.050475011394455024
21,gulf_islands_kayak_and_seaplane_adventure,"air,_helicopter_&_balloon_tours",629.0,0.05043575997897971
341,montmorency_falls_bike_tour_in_quebec,tours_&_sightseeing,77.0,0.05035725714802909
241,banff_via_ferrata_climbing_adventure,outdoor_activities,177.45,0.05028568103745647
107,mountain_lakes_and_waterfalls_day_trip_from_banff,day_trips_&_excursions,183.75,0.050271827596700486
169,vancouver_art_deco_&_chocolate_tasting_tour,"food,_wine_&_nightlife",54.6,0.05022564946084718
641,"craft_vine,_orchard_&_stills",private_&_custom_tours,140.0,0.05011135857461024
315,ultimate_toronto_tour,tours_&_sightseeing,175.0,0.05007557051932393
53,rideau_canal_cruise,"cruises,_sailing_&_water_tours",29.0,0.050060950449359445
820,vancouver_whale_watching_safari,recommended_experiences,259.0,0.0500178478495073
361,whistler_odyssey_tour:_off-road_buggy_adventure,tours_&_sightseeing,229.0,0.05000861222233664
2,quebec_city_and_montmorency_falls_day_trip_from_montreal,featured_tours_and_tickets,115.0,0.049943962832142016
615,3-hour_east_vancouver_art_mural_&_craft_brewery_tour,luxury_&_special_occasions,45.0,0.04987931344194739
738,small-group_wine_tour_from_niagara_falls_with_hotel_pickup,recommended_experiences,99.95,0.04972385005763032
493,sake_a_to_z_gastronomic_experience_in_distillery_district,walking_&_biking_tours,90.0,0.04953066851625494
258,whistler_odyssey_tour:_off-road_buggy_adventure,outdoor_activities,229.0,0.04952143288908427
42,4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch,"cruises,_sailing_&_water_tours",125.99,0.04939906082907301
271,fishing_adventure_in_whistler,outdoor_activities,165.0,0.04939444301548769
415,small-group_niagara_falls_tour,tours_&_sightseeing,250.0,0.04936442722718304
11,7-minute_helicopter_tour_over_toronto,"air,_helicopter_&_balloon_tours",123.18,0.04935288269321972
421,historical_tasting_old_quebec_walking_tour,tours_&_sightseeing,52.0,0.049149698895465166
430,victoria_day_trip_from_seattle_with_butchart_gardens,transfers_&_ground_transport,271.29,0.049087358412063214
779,full-day_prince_edward_county_wine_tour_with_lunch,recommended_experiences,425.0,0.04902963574224657
825,5-night_churchill_tour_and_polar_bear_adventure_from_winnipeg,recommended_experiences,-1.0,0.04902963574224657
640,whistler_singletrack_mountain_bike_tour,private_&_custom_tours,139.0,0.04898345760639328
573,rideau_canal_cruise,family_friendly,29.0,0.048882253531703834
321,winter_tour:_banff_and_its_wildlife,tours_&_sightseeing,70.35,0.04884954101241869
472,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,walking_&_biking_tours,447.57,0.048834145294078535
806,english_bay_jet_ski_tour_from_vancouver,recommended_experiences,155.68,0.04879181834260206
131,victoria_highlight_city_tour,day_trips_&_excursions,74.95,0.04878489162222406
630,gourmet_bike_tour_in_niagara-on-the-lake_with_wine_and_beer,luxury_&_special_occasions,134.47,0.04872716895240743
628,"craft_vine,_orchard_&_stills",luxury_&_special_occasions,140.0,0.04858170782446952
231,lake_louise_winterland_from_banff,outdoor_activities,99.0,0.04852975742163455
339,peggy's_cove_day_trip_from_halifax,tours_&_sightseeing,57.49,0.04846626248483625
246,victoria_whale_watch_tour,outdoor_activities,114.45,0.04841931771977445
759,quebec_city_dinner_cruise,recommended_experiences,142.56,0.04805412262234551
263,sea_to_sky_exotic_driving_experience,outdoor_activities,404.25,0.04796246082651014
